QTY,INVOICENUMBER,ITEM_DESCRIPTION,MENUDESC
-1,20024269,CROISSANT KNEFEH CHEESE,TAKE AWAY
-1,20024269,CROISSANT KNEFEH KASHTA,TAKE AWAY
-2.75,1272846,MIXED BAKLAVA REGULAR,TABLES
-1,20024343,MIXED BAKLAVA REGULAR,DELIVERY
-1,20024340,KAAK MAFROUKEH PISTACHIO,TAKE AWAY
-1,20024340,KAAK MAFROUKEH PISTACHIO,TAKE AWAY
-1,20024275,BISCUIT AU CHOCOLAT/PC,TAKE AWAY
-1,20024275,PETIT FOUR EXTRA LARGE/PKT,TAKE AWAY
-1,20024275,RICHARD/PC,TAKE AWAY
-1,20024275,BROWNIES W/O ICE/PC,TAKE AWAY
-1,20024275,PETIT FOUR REGULAR SMALL/PKT,TAKE AWAY
-0.5,20024394,KATAYEF KASHTA/PKT,DELIVERY
-0.3,20024394,KASHTA,DELIVERY
,,,
-1,20024364,COMPLIMENTARY KNIFE,Call Center
-1,20024364,DEL 5.0$,Call Center
-1,20024364,BAHAMAS N:1,Call Center
-1,20024210,KAAK KNEFEH KASHTA,DELIVERY
-2,20024279,MIXED BAKLAVA EXTRA,TAKE AWAY
-1,1277326,Kashta Aside,DELIVERY
-1,1277326,MAFROUKEH,DELIVERY
-1,1277326,MAFROUKEH PISTACHIO,DELIVERY
-1,1277326,LAHM B AJIN DOZEN,DELIVERY
-1,1277326,LAHM B AJIN DOZEN,DELIVERY
-1,1277326,LAHM B AJIN DOZEN,DELIVERY
-1,1277326,LAHM B AJIN DOZEN,DELIVERY
-1,1277326,W/ VEGETABLES BIG,DELIVERY
-1,1277326,W/ VEGETABLES BIG,DELIVERY
-1,1277326,W/ VEGETABLES BIG,DELIVERY
-1,1277326,W/ VEGETABLES BIG,DELIVERY
-6,1273155,LAHM B AAJIN SQUARE/PC,Call Center
-0.5,1273155,MAAMOUL MAD KASHTA,Call Center
-1,1273155,W/ POMEGRENATE MOLLASSES,Call Center
-1,1273155,W/O Heating ,Call Center
-0.5,20024234,MAFROUKEH,TAKE AWAY
-0.5,20024234,MAFROUKEH PISTACHIO,TAKE AWAY
-2,1274852,BAKLAVA CASHEW,Call Center
-2,1274852,BAKLAVA CASHEW,Call Center
-2,1274852,BAKLAVA CASHEW,Call Center
-4,1274852,BAKLAVA CASHEW,Call Center
-1,1274852,Round Crystal Tray ,Call Center
-1,1274852,Round Crystal Tray ,Call Center
-1,1274852,Round Crystal Tray ,Call Center
-2,1274852,Round Crystal Tray ,Call Center
-1,1274852,DEL 2.0$,Call Center
-1,1272777,MIXED BAKLAVA EXTRA,DELIVERY
-1,1272539,TIN PACKAGE 1 KG,Call Center
-0.5,1272539,BAKLAVA SAFAR,Call Center
-0.5,1272539,MIXED BAKLAVA REGULAR SAFAR,Call Center
-1,20024324,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
-2,20024324,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024324,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024324,MAAMOUL WALNUT MINI,DELIVERY
-1,20024324,MAAMOUL DATE MINI,DELIVERY
-1,20024341,KNEFEH CHEESE/PLT,TAKE AWAY
-1,20024341,KNEFEH CHEESE/PLT,TAKE AWAY
-0.24,20024341,KNEFEH CHEESE,TAKE AWAY
-1.2,20024341,EMPTY KAAK FREE,TAKE AWAY
-2,20024341,KAAK KNEFEH CHEESE,TAKE AWAY
-1,20024341,CROISSANT CHEESE AU BEURRE,TAKE AWAY
-1,20024341,CROISSANT VEGAN PLAIN,TAKE AWAY
-1.5,1279218,ZNOUD EL SET,DELIVERY
-1,20024403,ZNOUD EL SET,TAKE AWAY
-1.5,20024403,MCHAKAL KASHTA,TAKE AWAY
-1,20024403,W/O Znoud El Set ,TAKE AWAY
-1,20024378,FORET BLANCHE N:0,TAKE AWAY
-1,20024378,COMPLIMENTARY KNIFE,TAKE AWAY
-1,1278274,COMPLIMENTARY KNIFE,DELIVERY
-1,1278274,DESIRE N:2,DELIVERY
-1,20024383,COMPLIMENTARY KNIFE,TAKE AWAY
-1,20024383,COMPLIMENTARY KNIFE,TAKE AWAY
-1,20024383,COMPLIMENTARY KNIFE,TAKE AWAY
-1.2,20024383,MCHAKAL KASHTA,TAKE AWAY
-0.15,20024383,MAFROUKEH PISTACHIO,TAKE AWAY
-1,20024383,GANACHE N:0,TAKE AWAY
-1,20024383,GANACHE N:0,TAKE AWAY
-1,20024383,FORET NOIRE N:1,TAKE AWAY
-1,20024417,COMPLIMENTARY KNIFE,TAKE AWAY
-0.5,20024417,HALEWET EL JEBEN,TAKE AWAY
-1,20024417,CORTINA N:0,TAKE AWAY
-1,20024417,NOGA MIX/SMALL PKT,TAKE AWAY
-1,20024256,KAAK KNEFEH KASHTA,TAKE AWAY
-1,20024267,KAAK KNEFEH KASHTA,TAKE AWAY
-1,1273266,KNEFEH KASHTA/PLT,TABLES
-1.5,1273384,MCHAKAL KASHTA,Call Center
-2,20024309,MCHAKAL KASHTA,TAKE AWAY
-4,20024309,KAAK KNEFEH CHEESE,TAKE AWAY
-1.5,20024329,MCHAKAL KASHTA,TAKE AWAY
-1,20024365,MCHAKAL KASHTA,DELIVERY
-1,20024365,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024365,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024365,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024365,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024365,MIXED BAKLAVA EXTRA,DELIVERY
-5,20024365,TIN PACKAGE 1 KG,DELIVERY
-1,20024365,Kashta Aside,DELIVERY
-1,20024365,Kashta Aside,DELIVERY
-0.5,20024365,MAFROUKEH,DELIVERY
-0.5,20024365,MAFROUKEH,DELIVERY
-0.5,20024392,MCHAKAL KASHTA,TAKE AWAY
-0.5,20024291,BORMA PISTACHIO,TAKE AWAY
-1,20024291,KAAK KNEFEH CHEESE,TAKE AWAY
-0.5,20024291,MAAMOUL MAD KASHTA,TAKE AWAY
-0.25,20024291,BELLAWRIYEH,TAKE AWAY
-1,1277558,7UP/330ML,TABLES
-1,20024232,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024232,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024232,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024232,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024232,TIN PACKAGE 1 KG,DELIVERY
-1,20024232,TIN PACKAGE 1 KG,DELIVERY
-1,20024232,TIN PACKAGE 1 KG,DELIVERY
-1,20024232,TIN PACKAGE 1 KG,DELIVERY
-2,20024285,MIXED BAKLAVA EXTRA,TAKE AWAY
-1,20024310,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024310,BARAZEK/PKT,DELIVERY
-0.5,20024310,BELLAWRIYEH,DELIVERY
-1,20024330,MIXED BAKLAVA EXTRA,TAKE AWAY
-1,20024330,CASATA GLACE CHOCOLAT,TAKE AWAY
-1,20024353,MIXED BAKLAVA EXTRA,TABLES
-1,20024353,TIN PACKAGE 1 KG,TABLES
-3,20024353,MAFROUKEH ALMOND + PISTACHIO/PLT,TABLES
-0.7,20024353,BAKLAVA CASHEW,TABLES
-1,20024353,TIN PACKAGE 0.5 KG,TABLES
-3,1271311,KAAK KNEFEH CHEESE,TABLES
-1,20024357,MCHAKAL KASHTA/PLT,TABLES
-2.5,20024357,EMPTY KAAK FREE,TABLES
-1,20024357,PETIT FOUR MIX SMALL/PKT,TABLES
-0.03,20024357,BAKLAVA CASHEW,TABLES
-0.5,20024357,KNEFEH KASHTA,TABLES
-1,20024357,PETIT FOUR REGULAR SMALL/PKT,TABLES
-1,20024245,CHOCOLATE LOLLIPOP,TAKE AWAY
-1,20024245,CHOCOLATE LOLLIPOP,TAKE AWAY
-4,20024398,COTTON CANDY/PC,TAKE AWAY
-1,20024398,KATAYEF KASHTA/PKT,TAKE AWAY
-1,20024398,DATES SULTANI SMALL/PKT,TAKE AWAY
-1,1275822,BAKLAVA CASHEW,DELIVERY
-1,20024282,KAAK KNEFEH CHEESE,TAKE AWAY
-1,20024282,KAAK KNEFEH CHEESE,TAKE AWAY
-1,20024237,Kashta Aside,TAKE AWAY
-8,20024237,LAHM B AAJIN SQUARE/PC,TAKE AWAY
-0.5,20024237,MAFROUKEH,TAKE AWAY
-8,20024237,ZNOUD EL SET/PC,TAKE AWAY
-1,1279734,Kashta Aside,DELIVERY
-1.5,1279734,MAFROUKEH,DELIVERY
-1,20024248,MAFROUKEH ALMOND + PISTACHIO/PLT,TAKE AWAY
-0.5,20024248,HALEWET EL JEBEN LAF,TAKE AWAY
-0.5,1275579,MAFROUKEH/PLT,DELIVERY
-1.5,1275579,MAAMOUL WALNUT MINI,DELIVERY
-1.5,1275579,MAAMOUL DATE MINI,DELIVERY
-2,20024254,FATAYER KASHTA LARGE,TAKE AWAY
-2,20024254,FATAYER WALNUT /PC,TAKE AWAY
-3,20024238,ICE CREAM 3 SCOOP,TAKE AWAY
-1,20024238,ICE CREAM 2 SCOOP,TAKE AWAY
-3,20024238,JAZARIYEH MAALOUFEH,TAKE AWAY
-1,20024238,ICE CREAM PREMIUM 1 SCOOP,TAKE AWAY
-3,20024238,SPECIAL PACKAGE TUPPERWARE 1 KG,TAKE AWAY
-5,1279283,LAHM B AAJIN SQUARE/PC,DELIVERY
-1,1279283,Hot,DELIVERY
-1,1279283,W/ VEGETABLES SMALL,DELIVERY
-1,1274610,TART HALAWA & DEBES/PC,E-Sales WEB
-1,20024236,MAAMOUL WALNUT MINI,TAKE AWAY
-0.86,1279595,HALEWET EL JEBEN PLAIN W/SUGAR SYRUP,DELIVERY
-1,1278280,FORET NOIRE N:0,Call Center
-1,1278280,PICTURE FOR CAKE A4,Call Center
-1,1279718,DEL 2.0$,Call Center
-1,1279718,MAAMOUL MAD DATE,Call Center
-1,20024301,TASTE OF LOVE,TAKE AWAY
-1,1276876,N.B.,Call Center
-1,1276876,FORET NOIRE N:0,Call Center
-20,1279360,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
-20,1279360,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
-20,1279360,TIN PACKAGE 2 KG,DELIVERY
-10,1279360,TIN PACKAGE 2 KG,DELIVERY
-10,1279360,TIN PACKAGE 1.5 KG,DELIVERY
-1,1279346,COMPLIMENTARY KNIFE,DELIVERY
-1,1279346,CORTINA N:0,DELIVERY
-1,1278097,MCHAKAL KASHTA,E-Sales WEB
-8,1278097,LAHM B AAJIN SQUARE/PC,E-Sales WEB
-1,1278097,DEL 3.5$,E-Sales WEB
-1,1278097,MOMS HEART,E-Sales WEB
-3,20024419,MAAMOUL CHOC COCK /TIN,TAKE AWAY
-1,1274647,DEL 1.0$,Call Center
-1,1274647,MELTING HEART,Call Center
-1,1279410,NAMMOURA,DELIVERY
-1,1279410,SAFAR,DELIVERY
-1,1279410,TIN PACKAGE 2 KG,DELIVERY
-1,1279410,MAAMOUL MAD PISTACHIO,DELIVERY
-0.86,1279410,HALEWET EL JEBEN PLAIN W/SUGAR SYRUP,DELIVERY
-1,1279410,Wrapped,DELIVERY
-1,1278526,FORET BLANCHE N:3,Call Center
-1,20024311,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
-1,20024311,MAAMOUL WALNUT MINI,DELIVERY
-1,20024311,MAAMOUL PISTACHIO MINI,DELIVERY
-1,20024348,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
-1,20024348,BAKLAVA SAFAR,DELIVERY
-1,1276384,MCHAKAL KASHTA,DELIVERY
-1,1276384,LAHM B AJIN DOZEN,DELIVERY
-1,1276384,LAHM B AJIN DOZEN,DELIVERY
-1,1278689,MINERAL WATER/0.5L,TABLES
-1,1278689,MINERAL WATER/0.5L,TABLES
-2,1278689,LAHM B AAJIN/PLT,TABLES
-6,1278689,LAHM B AAJIN SQUARE/PC,TABLES
-1,20024216,MINERAL WATER/0.5L,TAKE AWAY
-1,1274819,MIXED BAKLAVA EXTRA,DELIVERY
-10,1274819,LAHM B AAJIN SQUARE/PC,DELIVERY
-1,1274819,LAHM B AJIN DOZEN,DELIVERY
-1,1270296,TIN PACKAGE 1 KG,Call Center
-2,1270296,MAAMOUL DATE MINI,Call Center
-2,1270296,MAAMOUL DATE MINI,Call Center
-2,1270296,MAAMOUL DATE MINI,Call Center
-1,1270296,Borma Sugar Free,Call Center
-1,1270296,SAFAR,Call Center
-1,1270296,SAFAR,Call Center
-1,1270296,SAFAR,Call Center
-1,1270296,SAFAR,Call Center
-1,1270296,SAFAR,Call Center
-1,1270296,SAFAR,Call Center
-1,1270296,SAFAR,Call Center
-1,1270296,SAFAR,Call Center
-1,1270296,SAFAR,Call Center
-2,1270296,Asabeh Sugar Free,Call Center
-2,1270296,Asabeh Sugar Free,Call Center
-1,1270296,TIN PACKAGE 2 KG,Call Center
-1,1270296,TIN PACKAGE 2 KG,Call Center
-1,1270296,MIXED BAKLAVA SUGAR FREE SAFAR,Call Center
-2,1270296,Asabeh Sugar Free Safar ,Call Center
-2,1270296,Asabeh Sugar Free Safar ,Call Center
-1,1272163,CORTINA 6 PRSN,E-Sales WEB
-1.5,20024370,ZNOUD EL SET,TAKE AWAY
-1,20024370,Kashta Aside,TAKE AWAY
-1.5,20024370,BASMA COLD/KG,TAKE AWAY
-1.5,20024370,HALEWET EL JEBEN,TAKE AWAY
-1,20024307,KAAK KNEFEH KASHTA,TAKE AWAY
-1,20024307,KAAK KNEFEH CHEESE,TAKE AWAY
-4,20024307,LAHM B AAJIN SQUARE/PC,TAKE AWAY
-1,20024307,Hot,TAKE AWAY
-5,1278760,KAAK KNEFEH KASHTA,DELIVERY
-1.5,1271977,MCHAKAL KASHTA,TABLES
-1.5,1271977,MCHAKAL KASHTA,TABLES
-12,1271977,LAHM B AAJIN SQUARE/PC,TABLES
-1,1271977,MAFROUKEH,TABLES
-1,20024212,MIXED BAKLAVA EXTRA,DELIVERY
-0.5,20024212,MAAMOUL MAD WALNUT,DELIVERY
-1,20024292,MIXED BAKLAVA EXTRA,DELIVERY
-1,20024292,Kashta Aside,DELIVERY
-1,20024292,MAFROUKEH,DELIVERY
-1,20024408,KAAK KNEFEH KASHTA,TAKE AWAY
-2,20024408,KAAK KNEFEH CHEESE,TAKE AWAY
-5,20024407,LAHM B AAJIN SQUARE/PC,TAKE AWAY
-1,20024407,Hot,TAKE AWAY
-1,20024407,W/ POMEGRENATE MOLLASSES,TAKE AWAY
-1,20024355,MAFROUKEH PISTACHIO,TAKE AWAY
-1,20024355,MAFROUKEH PISTACHIO,TAKE AWAY
-1,20024355,MAFROUKEH PISTACHIO,TAKE AWAY
-1,20024333,ZNOUD EL SET/SMALL PLT,TABLES
-1,20024333,CHOCOLAT MOU SMALL,TABLES
-1,20024333,CUPS,TABLES
-5,20024333,BAKLAVA PEANUT/SP PACKAGE,TABLES
1,1269893,SAFAR BAG 205,DELIVERY
1,1269893,COTTON CANDY/ PKT LARGE,DELIVERY
1,1269893,COTTON CANDY/ PKT LARGE,DELIVERY
1,1269893,COTTON CANDY/ PKT LARGE,DELIVERY
1,1273977,SAFAR BAG 205,TAKE AWAY
1,1275876,SAFAR BAG 205,TAKE AWAY
1,1276195,SAFAR BAG 205,DELIVERY
1,1276195,MIXED BAKLAVA EXTRA,DELIVERY
0.5,1276195,MIXED BAKLAVA EXTRA,DELIVERY
0.5,1276195,MIXED BAKLAVA EXTRA,DELIVERY
0.5,1276195,MIXED BAKLAVA EXTRA,DELIVERY
1,1276195,TIN PACKAGE 1 KG,DELIVERY
0.25,1276195,MAAMOUL DATE MINI,DELIVERY
0.25,1276195,MAAMOUL PISTACHIO MINI,DELIVERY
1,1276195,MAAMOUL DATE + PISTACHIO MINI,DELIVERY
1,1276496,SAFAR BAG 205,TAKE AWAY
1,1269894,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1269935,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1269935,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
3,1269935,KAAK KNEFEH KASHTA,DELIVERY
0.8,1269935,MCHAKAL KASHTA,DELIVERY
2,1269935,KAAK KNEFEH CHEESE,DELIVERY
1,1269935,Kashta Aside,DELIVERY
1,1269935,MAFROUKEH,DELIVERY
1,1269935,MAAMOUL MINI MIXED,DELIVERY
1,1269935,MAAMOUL MINI MIXED,DELIVERY
1,1269935,JAZARIYEH MAALOUFEH,DELIVERY
0.5,1269935,JAZARIYEH MAALOUFEH,DELIVERY
1,1269935,CHOCOLATE GIFT BOX GOLDEN CHRISTMAS,DELIVERY
1,1269935,CHOCOLATE CHRISTMAS BAKLAWA PEANUTS,DELIVERY
3,1269935,FATAYER WALNUT /PC,DELIVERY
1,1269935,PETIT FOUR MIX SMALL/PKT,DELIVERY
3,1269935,COTTON CANDY/ PKT SMALL,DELIVERY
1,1269935,MAAMOUL CHOC COCK /TIN,DELIVERY
2,1269935,MAAMOUL KASHTA PISTACHIO,DELIVERY
1.5,1269994,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270036,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1.5,1270074,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
0.5,1270075,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
0.5,1270075,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270075,MAAMOUL MINI MIXED,TAKE AWAY
1.5,1270101,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270200,MIXED BAKLAVA EXTRA SAFAR,TABLES
1,1270200,KNEFEH CHEESE/PLT,TABLES
1,1270200,MIXED BAKLAVA EXTRA,TABLES
1,1270200,MAFROUKEH/PLT,TABLES
2,1270200,Ice Cream 1 Scoop ,TABLES
1,1270200,MAAMOUL KASHTA PISTACHIO,TABLES
0.5,1270200,MAAMOUL WALNUT MINI,TABLES
0.5,1270200,MAAMOUL PISTACHIO MINI,TABLES
1,1270200,BASMA COLD/PLT,TABLES
1,1270162,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270162,MAAMOUL MINI MIXED,TAKE AWAY
1,1270173,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270173,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
0.5,1270173,MAAMOUL MINI MIXED,TAKE AWAY
0.5,1270173,MAAMOUL MINI MIXED,TAKE AWAY
1,1270320,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270320,MIXED BAKLAVA EXTRA,DELIVERY
1,1270320,TIN PACKAGE 1 KG,DELIVERY
0.5,1270449,MIXED BAKLAVA EXTRA SAFAR,TABLES
1,1270449,ZNOUD EL SET/PLT,TABLES
0.2,1270449,MAFROUKEH PISTACHIO,TABLES
1,1270449,ZNOUD EL SET/PC,TABLES
0.2,1270449,MAAMOUL MAD KASHTA,TABLES
0.5,1270454,MIXED BAKLAVA EXTRA SAFAR,TABLES
2,1270454,KNEFEH KASHTA/PLT,TABLES
1,1270454,MIXED BAKLAVA/PLT,TABLES
1,1270378,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270378,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270378,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270392,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270392,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270392,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
10,1270453,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270453,Round Crystal Tray ,DELIVERY
1,1270453,Round Crystal Tray ,DELIVERY
1,1270453,DEL 2.0$,DELIVERY
6,1270453,ZNOUD EL SET CUPS/KG,DELIVERY
1,1270731,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270744,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270744,TIN PACKAGE 2 KG,DELIVERY
1,1270643,MIXED BAKLAVA EXTRA SAFAR,TABLES
1,1270643,KNEFEH CHEESE/PLT,TABLES
1,1270643,MINERAL WATER/0.5L,TABLES
1,1270643,KNEFEH KASHTA/PLT,TABLES
1,1270674,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270674,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270674,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
0.5,1270674,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
0.5,1270674,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270674,MAAMOUL MINI MIXED,TAKE AWAY
1,1270729,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270729,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270729,KAAK KNEFEH CHEESE,TAKE AWAY
1,1270820,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1.5,1270915,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
6,1270926,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
0.5,1270927,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1270931,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270931,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
4,1270931,KAAK KNEFEH CHEESE,DELIVERY
1,1270933,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270933,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270933,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
3,1270970,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
6,1270970,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270970,MIXED BAKLAVA SUGAR FREE SAFAR,DELIVERY
1,1271066,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
2,1271066,KAAK KNEFEH CHEESE,DELIVERY
1,1271098,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271098,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270999,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270999,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1270999,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271044,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271044,KAAK KNEFEH CHEESE,TAKE AWAY
1,1271147,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271147,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271147,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271147,MAAMOUL DATE MINI,TAKE AWAY
2,1271268,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271062,MIXED BAKLAVA EXTRA SAFAR,Call Center
1,1271062,N.B.,Call Center
1,1271062,N.B.,Call Center
1,1271062,NAMMOURA,Call Center
1,1271062,MCHABBAK,Call Center
1,1271062,MCHABBAK,Call Center
1,1271062,BAKLAVA SAFAR,Call Center
1,1271062,BAKLAVA SAFAR,Call Center
1,1271062,ASABEH SAFAR,Call Center
1,1271062,ASABEH SAFAR,Call Center
1,1271062,SFOUF SIYAMI,Call Center
1,1271062,SFOUF SIYAMI,Call Center
1,1271062,SPECIAL PACKAGE CARTOON,Call Center
1,1271062,SPECIAL PACKAGE CARTOON,Call Center
1,1271471,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271471,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271471,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
10,1271491,MIXED BAKLAVA EXTRA SAFAR,TABLES
2,1271491,KNEFEH CHEESE/PLT,TABLES
13,1271491,FATAYER WALNUT /PC,TABLES
1,1271491,MAAMOUL WALNUT MINI,TABLES
1,1271491,MAAMOUL PISTACHIO MINI,TABLES
1,1271491,SPECIAL PACKAGE CARTOON,TABLES
1,1271599,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271599,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271599,MAAMOUL DATE MINI,DELIVERY
1,1271599,SABLE CHOCOLATE W.S/PC,DELIVERY
8,1271599,SABLE VANILLA W.S/PC,DELIVERY
1,1271600,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271600,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271601,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271601,CHOCOLATE LOLLIPOP,TAKE AWAY
1,1271654,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
2,1271654,MIXED BAKLAVA SUGAR FREE MINI /PKT,TAKE AWAY
1,1271654,MIX BAKLAVA/SMALL /TIN,TAKE AWAY
1,1271654,MIX BAKLAVA/SMALL /TIN,TAKE AWAY
1,1271688,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
4,1271688,KAAK KNEFEH KASHTA,TAKE AWAY
1,1271688,MAAMOUL MINI MIXED,TAKE AWAY
1,1271688,SPIKY/PC,TAKE AWAY
1,1271688,GATEAU GLACE/PC,TAKE AWAY
1,1271807,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271807,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271807,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271807,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271807,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271807,KAAK KNEFEH KASHTA,DELIVERY
1,1271807,KNEFEH KASHTA/PLT,DELIVERY
5,1271807,LAHM B AAJIN SQUARE/PC,DELIVERY
6,1271807,LAHM B AAJIN SQUARE/PC,DELIVERY
1,1271717,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
10,1271717,MAAMOUL PISTACHIO/PC,DELIVERY
1,1271721,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
4,1271721,KAAK KNEFEH KASHTA,TAKE AWAY
3,1271732,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271736,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271736,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
3,1271736,LAHM B AAJIN SQUARE/PC,TAKE AWAY
1,1271759,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271759,Kashta Aside,DELIVERY
0.5,1271759,MAFROUKEH,DELIVERY
1,1271759,MAAMOUL WALNUT MINI,DELIVERY
1,1271759,PETIT FOUR EXTRA SMALL/PKT,DELIVERY
1,1271765,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271765,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
2,1271765,KAAK KNEFEH CHEESE,DELIVERY
1,1271829,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271829,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
12,1271830,MIXED BAKLAVA EXTRA SAFAR,TABLES
1,1271830,MAAMOUL KASHTA PISTACHIO,TABLES
1,1271809,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271809,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271809,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271809,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271809,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
1,1271919,MIXED BAKLAVA EXTRA SAFAR,DELIVERY
5,1271954,MIXED BAKLAVA EXTRA SAFAR,TAKE AWAY
1,1271954,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1271957,MIXED BAKLAVA EXTRA SAFAR,Call Center
1,1271957,MCHAKAL KASHTA,Call Center
5,1271957,EMPTY KAAK FREE,Call Center
1,1271957,Kashta Aside,Call Center
1,1271957,MAFROUKEH,Call Center
1,1271957,N.B.,Call Center
